ID,Tanggal,Jenis,Nama Transaksi,Akun,Akun Tujuan (Transfer),Anggota,Kategori,Jumlah (IDR),Catatan
708,2026-08-23 12:48:55,Pengeluaran,\"Ojol, Parkir\",UANG CASH,,basedata.myself,\"Ojol, Parkir\",2000,
709,2026-08-23 12:48:55,Pengeluaran,basedata.tax,UANG CASH,,basedata.myself,basedata.tax,10000,
710,2026-08-23 12:49:08,Pemasukan,Mingguan Ortu,BRI,,basedata.myself,Mingguan Ortu,2800000,
711,2026-08-24 07:30:17,Pengeluaran,basedata.education,BRI,,basedata.myself,basedata.education,2200000,yudisium wisuda
712,2026-08-25 14:24:48,Transfer,UANG CASH,BRI,UANG CASH,,,100000,
713,2026-08-25 14:24:48,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,8000,pempek hksn
714,2026-08-25 14:24:48,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,10000,indomaret
715,2026-08-25 14:24:48,Pengeluaran,House needs,UANG CASH,,basedata.myself,House needs ,3000,isi ulang galon
716,2026-08-26 11:55:27,Pengeluaran,Nongkrongs,UANG CASH,,basedata.myself,Nongkrongs ,22000,101 coffee
717,2026-08-26 11:55:27,Pengeluaran,\"Ojol, Parkir\",UANG CASH,,basedata.myself,\"Ojol, Parkir\",2000,
718,2026-08-26 11:55:27,Pengeluaran,\"Ojol, Parkir\",UANG CASH,,basedata.myself,\"Ojol, Parkir\",2000,
719,2026-08-26 11:55:27,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,5000,air mineral
720,2026-08-26 11:55:27,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,10000,pentol
721,2026-08-26 11:55:27,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,18000,tahu baso
722,2026-08-26 11:55:27,Pengeluaran,Cemal Cemil,BRI,,basedata.myself,Cemal Cemil,30000,amelia bakery
723,2026-08-26 13:11:28,Pengeluaran,Random Stuff,UANG CASH,,basedata.myself,Random Stuff,20000,
724,2026-08-26 13:11:50,Pengeluaran,basedata.tax,UANG CASH,,basedata.myself,basedata.tax,5000,
725,2026-08-26 13:11:59,Pemasukan,Mingguan Ortu,BRI,,basedata.myself,Mingguan Ortu,200000,
